GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,233,88,321,301,81,382,142,50,192,150,51,201
3.750-3.999,158,34,192,295,79,374,288,89,377,567,206,773
3.500-3.749,232,74,306,372,106,478,311,92,403,697,245,942
3.250-3.499,206,50,256,368,99,467,377,104,481,849,283,1132
3.000-3.249,288,75,363,414,105,519,386,110,496,990,281,1271
2.750-2.999,162,42,204,319,68,387,358,85,443,757,236,993
2.500-2.749,147,44,191,255,69,324,308,52,360,572,144,716
2.250-2.499,96,36,132,163,39,202,186,42,228,284,70,354
2.000-2.249,118,27,145,102,27,129,105,17,122,144,28,172
1.750-1.999,60,6,66,43,14,57,26,4,30,43,11,54
1.500-1.749,31,10,41,15,3,18,14,5,19,5,1,6
1.250-1.499,28,3,31,6,2,8,5,0,5,0,0,0
1.000-1.249,30,3,33,4,3,7,3,2,5,0,1,1
0.750-0.999,5,2,7,3,1,4,0,0,0,0,0,0
0.500-0.749,7,1,8,4,0,4,1,0,1,0,0,0
0.250-0.499,3,1,4,1,0,1,1,0,1,0,0,0
0.000-0.249,33,4,37,2,0,2,1,1,2,0,1,1
