GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,45,51,96,48,58,106,30,18,48,33,26,59
3.750-3.999,13,8,21,27,27,54,36,32,68,71,86,157
3.500-3.749,31,37,68,41,51,92,47,31,78,70,82,152
3.250-3.499,16,36,52,37,44,81,43,44,87,55,82,137
3.000-3.249,25,30,55,29,53,82,38,51,89,59,74,133
2.750-2.999,14,13,27,29,32,61,53,31,84,70,64,134
2.500-2.749,10,25,35,27,38,65,35,25,60,42,52,94
2.250-2.499,12,20,32,10,18,28,14,21,35,38,26,64
2.000-2.249,4,21,25,10,16,26,13,7,20,20,18,38
1.750-1.999,0,4,4,4,7,11,5,7,12,4,1,5
1.500-1.749,12,5,17,7,5,12,2,4,6,1,1,2
1.250-1.499,2,7,9,2,1,3,0,1,1,0,0,0
1.000-1.249,2,2,4,0,2,2,1,1,2,0,0,0
0.750-0.999,2,2,4,0,2,2,0,0,0,0,0,0
0.500-0.749,0,3,3,1,0,1,0,0,0,0,0,0
0.250-0.499,2,0,2,0,0,0,0,0,0,0,0,0
0.000-0.249,3,2,5,2,1,3,2,0,2,0,0,0
