GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,7,3,10,2,1,3,2,5,7,3,6,9
3.750-3.999,7,5,12,7,4,11,5,11,16,32,24,56
3.500-3.749,6,5,11,14,7,21,6,8,14,32,26,58
3.250-3.499,7,4,11,16,11,27,15,8,23,49,30,79
3.000-3.249,20,5,25,22,10,32,32,21,53,57,31,88
2.750-2.999,19,8,27,23,9,32,24,18,42,64,36,100
2.500-2.749,17,5,22,26,19,45,29,18,47,59,39,98
2.250-2.499,18,12,30,21,13,34,24,9,33,49,23,72
2.000-2.249,18,12,30,21,14,35,23,12,35,27,16,43
1.750-1.999,9,6,15,7,7,14,9,6,15,7,7,14
1.500-1.749,11,14,25,4,6,10,1,4,5,1,1,2
1.250-1.499,7,12,19,2,3,5,0,0,0,0,0,0
1.000-1.249,4,9,13,2,2,4,0,2,2,0,1,1
0.750-0.999,3,3,6,0,1,1,1,0,1,0,0,0
0.500-0.749,3,4,7,1,0,1,1,0,1,0,0,0
0.250-0.499,5,5,10,0,1,1,0,2,2,0,0,0
0.000-0.249,6,7,13,1,1,2,2,1,3,0,0,0
