GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,6,3,9,1,4,5,2,1,3,2,0,2
3.750-3.999,8,4,12,3,7,10,3,5,8,8,12,20
3.500-3.749,6,6,12,5,11,16,5,5,10,14,7,21
3.250-3.499,6,6,12,4,10,14,4,4,8,11,12,23
3.000-3.249,6,3,9,15,9,24,3,4,7,11,16,27
2.750-2.999,2,4,6,10,10,20,2,3,5,8,11,19
2.500-2.749,7,5,12,5,8,13,5,7,12,17,14,31
2.250-2.499,2,5,7,2,5,7,1,5,6,6,5,11
2.000-2.249,5,2,7,7,8,15,7,3,10,5,2,7
1.750-1.999,2,4,6,1,3,4,1,2,3,0,0,0
1.500-1.749,3,0,3,1,0,1,0,0,0,0,0,0
1.250-1.499,2,3,5,1,1,2,0,0,0,0,0,0
1.000-1.249,0,0,0,0,0,0,0,0,0,0,0,0
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,2,0,2,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,5,1,6,0,0,0,0,0,0,0,0,0
