GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,0,2,2,3,3,6,1,4,5,6,6,12
3.750-3.999,1,1,2,5,4,9,9,8,17,15,23,38
3.500-3.749,2,0,2,0,4,4,15,10,25,25,29,54
3.250-3.499,0,2,2,6,5,11,13,13,26,49,39,88
3.000-3.249,0,1,1,7,10,17,20,12,32,44,50,94
2.750-2.999,3,3,6,9,10,19,18,9,27,48,36,84
2.500-2.749,0,0,0,7,7,14,20,12,32,40,21,61
2.250-2.499,1,0,1,12,8,20,12,7,19,36,17,53
2.000-2.249,3,1,4,8,7,15,15,10,25,27,12,39
1.750-1.999,0,0,0,1,0,1,2,3,5,6,7,13
1.500-1.749,0,2,2,2,1,3,2,1,3,4,1,5
1.250-1.499,0,0,0,0,0,0,1,1,2,0,1,1
1.000-1.249,1,0,1,1,0,1,0,0,0,1,0,1
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,1,0,1,0,0,0,0,0,0,0,0,0
