GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,3,5,8,21,38,59,20,75,95,25,81,106
3.750-3.999,4,11,15,34,71,105,69,186,255,145,331,476
3.500-3.749,10,8,18,60,109,169,90,197,287,176,423,599
3.250-3.499,13,14,27,70,105,175,123,202,325,244,450,694
3.000-3.249,9,13,22,73,112,185,153,212,365,270,454,724
2.750-2.999,12,14,26,47,72,119,115,171,286,205,331,536
2.500-2.749,12,9,21,55,66,121,101,136,237,183,203,386
2.250-2.499,5,8,13,48,40,88,86,57,143,96,105,201
2.000-2.249,6,4,10,33,26,59,32,30,62,48,53,101
1.750-1.999,1,5,6,9,12,21,21,16,37,12,10,22
1.500-1.749,5,3,8,10,12,22,5,5,10,3,2,5
1.250-1.499,0,1,1,7,4,11,2,1,3,1,0,1
1.000-1.249,1,0,1,4,1,5,3,5,8,0,0,0
0.750-0.999,1,1,2,0,0,0,0,0,0,0,0,0
0.500-0.749,1,0,1,0,1,1,0,0,0,0,0,0
0.250-0.499,0,0,0,1,1,2,0,0,0,0,0,0
0.000-0.249,1,0,1,6,2,8,0,0,0,0,0,0
