GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,8,58,66,15,140,155,28,147,175,12,84,96
3.750-3.999,12,31,43,19,114,133,45,173,218,57,527,584
3.500-3.749,7,31,38,38,119,157,61,198,259,112,545,657
3.250-3.499,12,38,50,35,95,130,75,135,210,138,414,552
3.000-3.249,13,39,52,32,84,116,46,113,159,128,206,334
2.750-2.999,8,22,30,25,36,61,51,50,101,87,123,210
2.500-2.749,7,22,29,19,30,49,29,31,60,64,68,132
2.250-2.499,10,9,19,13,17,30,21,17,38,31,24,55
2.000-2.249,8,9,17,17,14,31,9,9,18,17,7,24
1.750-1.999,4,3,7,4,2,6,4,3,7,4,2,6
1.500-1.749,2,4,6,3,6,9,3,2,5,0,1,1
1.250-1.499,1,0,1,2,2,4,2,1,3,0,0,0
1.000-1.249,2,3,5,1,2,3,4,0,4,0,0,0
0.750-0.999,0,2,2,0,0,0,0,0,0,0,0,0
0.500-0.749,2,0,2,0,2,2,1,0,1,0,0,0
0.250-0.499,0,0,0,0,1,1,0,0,0,0,0,0
0.000-0.249,4,2,6,0,0,0,0,0,0,0,0,0
