GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,303,108,411,312,121,433,238,72,310,218,78,296
3.750-3.999,155,41,196,293,81,374,429,115,544,775,262,1037
3.500-3.749,258,79,337,368,112,480,426,126,552,864,293,1157
3.250-3.499,263,71,334,358,91,449,459,133,592,981,289,1270
3.000-3.249,295,68,363,392,104,496,417,94,511,1072,342,1414
2.750-2.999,127,36,163,224,65,289,317,69,386,775,200,975
2.500-2.749,136,42,178,199,55,254,210,58,268,542,128,670
2.250-2.499,89,29,118,111,22,133,131,30,161,271,58,329
2.000-2.249,70,16,86,78,10,88,84,16,100,123,17,140
1.750-1.999,36,4,40,36,6,42,32,6,38,33,5,38
1.500-1.749,39,4,43,23,3,26,9,2,11,2,1,3
1.250-1.499,14,3,17,7,2,9,4,1,5,0,0,0
1.000-1.249,23,5,28,6,0,6,3,1,4,0,0,0
0.750-0.999,17,1,18,1,2,3,1,0,1,0,0,0
0.500-0.749,10,3,13,3,0,3,1,0,1,0,0,0
0.250-0.499,4,1,5,1,0,1,1,0,1,0,0,0
0.000-0.249,50,12,62,6,2,8,3,1,4,1,0,1
