GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,60,103,163,47,64,111,8,23,31,0,0,0
3.750-3.999,6,12,18,26,19,45,10,27,37,0,0,0
3.500-3.749,33,42,75,36,76,112,9,34,43,0,0,0
3.250-3.499,15,21,36,43,60,103,10,21,31,2,1,3
3.000-3.249,52,67,119,60,91,151,20,35,55,2,2,4
2.750-2.999,17,15,32,52,49,101,21,23,44,1,4,5
2.500-2.749,25,24,49,47,47,94,40,20,60,2,3,5
2.250-2.499,21,16,37,35,34,69,21,26,47,2,1,3
2.000-2.249,27,24,51,31,22,53,29,12,41,1,1,2
1.750-1.999,7,9,16,17,10,27,9,2,11,0,1,1
1.500-1.749,9,4,13,6,7,13,0,3,3,0,0,0
1.250-1.499,5,4,9,4,1,5,0,1,1,0,1,1
1.000-1.249,8,4,12,10,3,13,0,0,0,0,0,0
0.750-0.999,3,2,5,0,1,1,0,0,0,0,0,0
0.500-0.749,5,3,8,1,0,1,0,0,0,0,0,0
0.250-0.499,1,1,2,0,0,0,0,0,0,0,0,0
0.000-0.249,11,9,20,0,0,0,0,1,1,0,0,0
