GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,1,3,4,10,6,16,7,6,13,4,10,14
3.750-3.999,0,2,2,5,6,11,8,8,16,19,20,39
3.500-3.749,2,7,9,11,9,20,17,14,31,36,32,68
3.250-3.499,4,5,9,12,13,25,16,15,31,40,35,75
3.000-3.249,5,5,10,7,8,15,17,16,33,52,34,86
2.750-2.999,0,4,4,5,10,15,19,5,24,42,37,79
2.500-2.749,3,4,7,9,3,12,9,10,19,35,26,61
2.250-2.499,2,2,4,3,2,5,17,2,19,33,16,49
2.000-2.249,1,0,1,7,3,10,5,3,8,13,12,25
1.750-1.999,1,1,2,2,1,3,6,1,7,3,5,8
1.500-1.749,1,0,1,3,0,3,3,0,3,1,0,1
1.250-1.499,0,0,0,0,1,1,1,0,1,1,0,1
1.000-1.249,0,0,0,0,0,0,1,1,2,0,0,0
0.750-0.999,0,0,0,1,0,1,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,3,1,4,0,0,0,0,0,0,0,0,0
