GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,13,62,75,55,150,205,53,113,166,39,96,135
3.750-3.999,30,38,68,53,146,199,111,233,344,144,445,589
3.500-3.749,34,29,63,71,144,215,142,251,393,198,493,691
3.250-3.499,30,36,66,67,120,187,136,224,360,259,448,707
3.000-3.249,35,28,63,89,119,208,154,220,374,267,376,643
2.750-2.999,14,22,36,49,58,107,88,98,186,178,253,431
2.500-2.749,15,16,31,43,51,94,72,112,184,138,141,279
2.250-2.499,8,16,24,23,33,56,57,46,103,77,71,148
2.000-2.249,8,5,13,28,25,53,39,26,65,54,36,90
1.750-1.999,3,3,6,5,12,17,12,11,23,9,10,19
1.500-1.749,4,5,9,6,5,11,5,6,11,3,3,6
1.250-1.499,0,2,2,2,7,9,0,3,3,0,0,0
1.000-1.249,1,2,3,0,1,1,4,3,7,1,0,1
0.750-0.999,0,0,0,2,0,2,1,1,2,0,0,0
0.500-0.749,1,4,5,0,1,1,1,0,1,0,0,0
0.250-0.499,1,1,2,2,0,2,0,0,0,0,0,0
0.000-0.249,5,2,7,3,1,4,1,0,1,0,0,0
