GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,8,3,11,9,3,12,0,2,2,3,1,4
3.750-3.999,8,10,18,8,5,13,6,11,17,6,11,17
3.500-3.749,8,10,18,9,8,17,5,9,14,13,9,22
3.250-3.499,14,8,22,5,7,12,11,8,19,4,17,21
3.000-3.249,13,7,20,6,16,22,11,11,22,12,5,17
2.750-2.999,3,6,9,8,9,17,7,10,17,9,18,27
2.500-2.749,8,1,9,11,9,20,2,5,7,8,9,17
2.250-2.499,2,2,4,6,6,12,2,3,5,7,8,15
2.000-2.249,8,2,10,5,1,6,4,4,8,4,1,5
1.750-1.999,2,1,3,1,1,2,0,0,0,0,1,1
1.500-1.749,1,0,1,0,1,1,0,2,2,0,0,0
1.250-1.499,2,0,2,0,0,0,0,0,0,0,0,0
1.000-1.249,0,0,0,0,0,0,0,0,0,0,0,0
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,0,0,0,0,0
0.250-0.499,2,0,2,0,0,0,0,0,0,0,0,0
0.000-0.249,6,2,8,0,0,0,0,0,0,0,0,0
