GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,1,0,1,5,2,7,11,7,18,2,10,12
3.750-3.999,0,0,0,3,6,9,11,8,19,19,25,44
3.500-3.749,0,0,0,6,4,10,17,12,29,32,37,69
3.250-3.499,1,0,1,7,15,22,14,12,26,39,34,73
3.000-3.249,2,1,3,6,10,16,14,12,26,52,39,91
2.750-2.999,1,3,4,12,5,17,21,9,30,54,39,93
2.500-2.749,3,1,4,9,6,15,6,17,23,42,32,74
2.250-2.499,1,1,2,4,1,5,13,3,16,32,17,49
2.000-2.249,0,1,1,5,2,7,14,6,20,15,10,25
1.750-1.999,1,1,2,1,0,1,3,1,4,3,2,5
1.500-1.749,0,0,0,3,1,4,0,0,0,0,1,1
1.250-1.499,0,0,0,0,0,0,0,1,1,0,0,0
1.000-1.249,0,0,0,1,0,1,0,0,0,0,0,0
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,0,0,0,0,0,0,0,0,0,0,0,0
