GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,6,5,11,34,82,116,45,114,159,35,107,142
3.750-3.999,0,6,6,51,123,174,86,196,282,164,425,589
3.500-3.749,10,13,23,61,117,178,129,251,380,220,470,690
3.250-3.499,10,10,20,57,92,149,143,244,387,264,426,690
3.000-3.249,6,8,14,65,103,168,126,241,367,281,402,683
2.750-2.999,10,12,22,34,42,76,94,132,226,212,285,497
2.500-2.749,11,7,18,38,43,81,91,75,166,145,193,338
2.250-2.499,4,5,9,23,29,52,49,40,89,92,86,178
2.000-2.249,3,5,8,15,13,28,37,23,60,48,31,79
1.750-1.999,3,2,5,6,3,9,3,4,7,3,3,6
1.500-1.749,2,1,3,1,1,2,1,0,1,0,0,0
1.250-1.499,1,1,2,1,1,2,1,1,2,0,0,0
1.000-1.249,0,3,3,0,1,1,1,0,1,0,0,0
0.750-0.999,0,1,1,0,1,1,0,0,0,0,0,0
0.500-0.749,2,0,2,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,2,0,2,4,1,5,6,3,9,0,0,0
