GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,1,1,2,6,4,10,2,2,4,3,1,4
3.750-3.999,2,1,3,11,6,17,4,7,11,12,16,28
3.500-3.749,4,4,8,7,8,15,2,8,10,22,13,35
3.250-3.499,4,4,8,8,5,13,6,5,11,16,17,33
3.000-3.249,4,5,9,13,6,19,9,11,20,10,16,26
2.750-2.999,2,5,7,8,7,15,4,10,14,11,14,25
2.500-2.749,2,3,5,4,4,8,3,7,10,14,12,26
2.250-2.499,3,0,3,3,6,9,4,1,5,7,8,15
2.000-2.249,1,2,3,4,5,9,3,3,6,3,2,5
1.750-1.999,4,0,4,0,1,1,0,2,2,0,0,0
1.500-1.749,0,3,3,1,0,1,0,0,0,0,0,0
1.250-1.499,0,0,0,0,0,0,0,0,0,0,0,0
1.000-1.249,0,0,0,0,0,0,0,0,0,0,0,0
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,1,0,1,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,2,2,4,0,0,0,0,0,0,0,0,0
