GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,119,91,210,648,655,1303,500,576,1076,421,534,955
3.750-3.999,115,63,178,700,653,1353,865,982,1847,1530,2183,3713
3.500-3.749,175,122,297,796,783,1579,1116,1144,2260,2028,2581,4609
3.250-3.499,153,108,261,631,640,1271,1025,997,2022,2227,2159,4386
3.000-3.249,184,126,310,699,598,1297,1041,877,1918,2398,1805,4203
2.750-2.999,131,80,211,455,348,803,779,536,1315,1772,1212,2984
2.500-2.749,129,83,212,404,284,688,595,375,970,1204,757,1961
2.250-2.499,85,61,146,237,156,393,330,200,530,692,373,1065
2.000-2.249,64,43,107,168,119,287,212,111,323,312,162,474
1.750-1.999,39,17,56,43,31,74,43,20,63,42,27,69
1.500-1.749,30,14,44,20,12,32,9,4,13,3,1,4
1.250-1.499,22,8,30,5,1,6,5,4,9,0,1,1
1.000-1.249,16,5,21,8,3,11,2,3,5,0,0,0
0.750-0.999,3,2,5,1,1,2,1,0,1,0,0,0
0.500-0.749,9,1,10,2,0,2,0,0,0,0,0,0
0.250-0.499,3,0,3,1,0,1,0,0,0,0,0,0
0.000-0.249,16,4,20,9,2,11,16,8,24,2,1,3
