GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,2,6,8,26,63,89,16,43,59,21,54,75
3.750-3.999,0,0,0,18,30,48,39,81,120,77,198,275
3.500-3.749,1,7,8,22,58,80,33,88,121,85,183,268
3.250-3.499,6,5,11,23,57,80,27,67,94,79,127,206
3.000-3.249,12,12,24,29,63,92,25,68,93,63,113,176
2.750-2.999,4,6,10,13,33,46,16,47,63,35,103,138
2.500-2.749,5,8,13,9,27,36,17,27,44,27,54,81
2.250-2.499,2,8,10,9,16,25,2,17,19,15,27,42
2.000-2.249,1,7,8,1,14,15,7,9,16,2,17,19
1.750-1.999,0,4,4,0,3,3,2,1,3,1,3,4
1.500-1.749,0,1,1,0,0,0,0,1,1,1,0,1
1.250-1.499,1,0,1,0,0,0,0,0,0,0,0,0
1.000-1.249,0,0,0,0,0,0,0,0,0,0,0,0
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,2,0,2,0,0,0,0,0,0,0,1,1
