GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,6,7,13,20,10,30,31,35,66,26,31,57
3.750-3.999,1,0,1,18,10,28,58,59,117,89,104,193
3.500-3.749,1,1,2,15,12,27,71,69,140,141,127,268
3.250-3.499,4,0,4,11,8,19,52,43,95,110,94,204
3.000-3.249,5,4,9,6,8,14,38,22,60,95,61,156
2.750-2.999,1,1,2,5,5,10,30,17,47,61,40,101
2.500-2.749,1,1,2,9,0,9,10,11,21,36,23,59
2.250-2.499,1,0,1,1,2,3,7,2,9,14,12,26
2.000-2.249,3,0,3,1,2,3,1,2,3,5,2,7
1.750-1.999,0,0,0,0,0,0,0,0,0,1,0,1
1.500-1.749,0,0,0,0,0,0,0,0,0,0,0,0
1.250-1.499,0,0,0,0,0,0,0,0,0,0,0,0
1.000-1.249,1,0,1,0,0,0,0,0,0,0,0,0
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,1,0,1,0,0,0,0,0,0,0,0,0
