GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,26,55,81,47,115,162,30,48,78,22,65,87
3.750-3.999,14,27,41,26,58,84,57,107,164,108,242,350
3.500-3.749,26,52,78,59,113,172,107,145,252,165,312,477
3.250-3.499,16,49,65,63,125,188,118,152,270,241,327,568
3.000-3.249,33,55,88,70,89,159,129,156,285,257,314,571
2.750-2.999,18,41,59,38,68,106,84,100,184,186,217,403
2.500-2.749,18,41,59,37,58,95,78,80,158,149,157,306
2.250-2.499,14,24,38,22,42,64,59,60,119,108,91,199
2.000-2.249,6,15,21,18,28,46,39,38,77,44,48,92
1.750-1.999,4,7,11,11,9,20,17,9,26,12,18,30
1.500-1.749,5,6,11,2,7,9,7,7,14,3,3,6
1.250-1.499,1,5,6,4,4,8,3,2,5,1,1,2
1.000-1.249,1,4,5,2,1,3,2,1,3,1,0,1
0.750-0.999,0,1,1,1,1,2,0,0,0,0,0,0
0.500-0.749,1,4,5,0,1,1,0,0,0,0,0,0
0.250-0.499,0,5,5,0,1,1,0,1,1,0,0,0
0.000-0.249,7,4,11,4,1,5,1,3,4,0,0,0
