GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,365,103,468,353,108,461,186,62,248,224,89,313
3.750-3.999,232,49,281,268,74,342,332,105,437,912,289,1201
3.500-3.749,346,84,430,307,108,415,408,111,519,992,337,1329
3.250-3.499,289,55,344,325,89,414,408,109,517,1076,307,1383
3.000-3.249,321,93,414,361,108,469,414,136,550,1031,316,1347
2.750-2.999,162,45,207,266,61,327,320,80,400,802,177,979
2.500-2.749,154,46,200,200,61,261,208,40,248,561,141,702
2.250-2.499,122,26,148,148,28,176,140,29,169,301,51,352
2.000-2.249,104,22,126,82,32,114,91,21,112,138,27,165
1.750-1.999,47,6,53,32,10,42,27,6,33,28,5,33
1.500-1.749,32,5,37,31,3,34,13,3,16,6,1,7
1.250-1.499,38,7,45,15,3,18,2,1,3,2,0,2
1.000-1.249,23,8,31,9,3,12,7,0,7,2,0,2
0.750-0.999,13,3,16,3,1,4,1,0,1,0,0,0
0.500-0.749,14,1,15,2,0,2,2,0,2,1,0,1
0.250-0.499,8,0,8,1,0,1,1,0,1,0,0,0
0.000-0.249,59,12,71,8,1,9,3,1,4,1,0,1
