GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,3,3,6,2,6,8,5,6,11,8,5,13
3.750-3.999,2,0,2,2,4,6,8,11,19,25,27,52
3.500-3.749,2,4,6,7,11,18,12,14,26,35,30,65
3.250-3.499,4,4,8,11,14,25,12,18,30,45,37,82
3.000-3.249,2,7,9,6,12,18,22,22,44,47,31,78
2.750-2.999,3,3,6,6,7,13,12,10,22,34,19,53
2.500-2.749,4,5,9,10,7,17,14,13,27,30,20,50
2.250-2.499,1,4,5,2,3,5,7,5,12,27,21,48
2.000-2.249,1,4,5,2,3,5,15,3,18,17,7,24
1.750-1.999,2,2,4,0,3,3,4,2,6,4,3,7
1.500-1.749,1,1,2,4,1,5,2,0,2,2,0,2
1.250-1.499,2,0,2,1,0,1,0,0,0,1,0,1
1.000-1.249,0,1,1,0,0,0,0,0,0,0,0,0
0.750-0.999,0,1,1,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,0,0,0,1,1,2,0,0,0,0,0,0
