GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,4,15,19,5,30,35,1,11,12,3,18,21
3.750-3.999,2,3,5,5,12,17,2,38,40,20,102,122
3.500-3.749,5,15,20,2,28,30,8,32,40,19,119,138
3.250-3.499,3,7,10,6,20,26,6,23,29,19,59,78
3.000-3.249,2,10,12,3,19,22,5,22,27,8,43,51
2.750-2.999,1,11,12,2,8,10,1,5,6,4,4,8
2.500-2.749,0,7,7,2,3,5,0,9,9,1,3,4
2.250-2.499,1,2,3,1,0,1,0,0,0,1,0,1
2.000-2.249,0,2,2,0,0,0,0,1,1,0,0,0
1.750-1.999,0,0,0,0,0,0,0,0,0,0,0,0
1.500-1.749,0,0,0,0,0,0,0,0,0,0,0,0
1.250-1.499,0,1,1,0,0,0,0,0,0,0,0,0
1.000-1.249,0,2,2,0,0,0,0,0,0,0,0,0
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,1,1,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,0,1,1,0,0,0,0,0,0,0,0,0
