GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,7,7,14,7,4,11,7,6,13,2,7,9
3.750-3.999,7,3,10,4,3,7,5,8,13,17,21,38
3.500-3.749,16,7,23,3,15,18,12,8,20,25,29,54
3.250-3.499,16,9,25,18,13,31,24,9,33,42,25,67
3.000-3.249,25,8,33,24,13,37,26,17,43,63,38,101
2.750-2.999,16,8,24,15,10,25,23,9,32,53,32,85
2.500-2.749,16,13,29,14,10,24,22,18,40,44,23,67
2.250-2.499,14,7,21,15,13,28,18,15,33,42,15,57
2.000-2.249,12,9,21,14,7,21,10,12,22,15,9,24
1.750-1.999,11,3,14,10,5,15,5,5,10,9,7,16
1.500-1.749,10,5,15,3,6,9,4,3,7,0,3,3
1.250-1.499,9,5,14,4,2,6,2,1,3,0,0,0
1.000-1.249,11,5,16,0,2,2,0,1,1,0,0,0
0.750-0.999,6,4,10,0,0,0,0,0,0,0,0,0
0.500-0.749,4,1,5,2,2,4,1,1,2,0,0,0
0.250-0.499,3,0,3,1,0,1,0,0,0,0,0,0
0.000-0.249,11,7,18,0,1,1,1,0,1,0,0,0
