GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,9,7,16,2,1,3,5,0,5,2,2,4
3.750-3.999,5,4,9,2,4,6,6,7,13,3,11,14
3.500-3.749,8,7,15,8,11,19,13,7,20,9,10,19
3.250-3.499,7,5,12,11,9,20,7,3,10,17,13,30
3.000-3.249,12,8,20,14,15,29,3,11,14,8,14,22
2.750-2.999,4,3,7,10,15,25,7,11,18,15,18,33
2.500-2.749,8,7,15,6,9,15,10,8,18,7,11,18
2.250-2.499,6,3,9,6,4,10,5,3,8,4,6,10
2.000-2.249,5,2,7,8,1,9,3,2,5,5,5,10
1.750-1.999,3,2,5,2,2,4,0,0,0,0,0,0
1.500-1.749,1,0,1,2,1,3,0,0,0,0,0,0
1.250-1.499,3,0,3,0,0,0,0,0,0,0,0,0
1.000-1.249,0,0,0,0,0,0,0,0,0,0,0,0
0.750-0.999,0,1,1,0,0,0,0,0,0,0,0,0
0.500-0.749,1,1,2,0,0,0,0,0,0,0,0,0
0.250-0.499,1,0,1,0,0,0,0,0,0,0,0,0
0.000-0.249,5,2,7,0,0,0,0,0,0,1,0,1
