GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,3,3,6,31,55,86,25,57,82,29,68,97
3.750-3.999,2,5,7,21,59,80,61,116,177,121,261,382
3.500-3.749,9,7,16,43,85,128,93,155,248,220,367,587
3.250-3.499,9,10,19,49,70,119,98,166,264,257,382,639
3.000-3.249,9,10,19,58,79,137,98,146,244,269,317,586
2.750-2.999,6,10,16,27,53,80,92,89,181,209,234,443
2.500-2.749,4,10,14,43,40,83,68,65,133,166,171,337
2.250-2.499,3,17,20,26,32,58,48,57,105,103,92,195
2.000-2.249,4,10,14,19,16,35,41,28,69,57,43,100
1.750-1.999,0,4,4,8,9,17,11,8,19,10,12,22
1.500-1.749,1,1,2,1,7,8,7,14,21,4,1,5
1.250-1.499,1,1,2,1,2,3,0,0,0,0,1,1
1.000-1.249,1,0,1,4,0,4,1,1,2,0,0,0
0.750-0.999,0,0,0,2,0,2,0,0,0,0,0,0
0.500-0.749,0,2,2,0,2,2,0,2,2,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,1,2,3,2,1,3,0,2,2,0,0,0
