GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,8,4,12,35,61,96,31,38,69,44,35,79
3.750-3.999,7,7,14,29,58,87,74,73,147,111,113,224
3.500-3.749,7,9,16,42,54,96,44,81,125,103,112,215
3.250-3.499,8,6,14,27,52,79,39,58,97,95,111,206
3.000-3.249,10,7,17,30,34,64,37,53,90,92,91,183
2.750-2.999,7,13,20,20,29,49,28,30,58,88,65,153
2.500-2.749,6,8,14,13,22,35,28,24,52,39,49,88
2.250-2.499,9,5,14,11,22,33,11,15,26,23,18,41
2.000-2.249,6,9,15,5,13,18,5,6,11,18,17,35
1.750-1.999,2,3,5,0,3,3,1,4,5,4,2,6
1.500-1.749,1,0,1,4,1,5,0,0,0,1,1,2
1.250-1.499,1,0,1,2,1,3,0,1,1,0,0,0
1.000-1.249,1,1,2,1,0,1,0,0,0,0,0,0
0.750-0.999,1,0,1,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,1,1,0,0,0,0,0,0
0.250-0.499,2,0,2,0,0,0,0,0,0,0,0,0
0.000-0.249,0,2,2,0,1,1,1,0,1,0,1,1
