GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,62,50,112,563,648,1211,381,582,963,510,614,1124
3.750-3.999,72,60,132,607,699,1306,915,1028,1943,1897,2579,4476
3.500-3.749,142,101,243,813,802,1615,1031,1146,2177,2430,2827,5257
3.250-3.499,169,101,270,670,636,1306,1042,997,2039,2496,2391,4887
3.000-3.249,179,111,290,680,577,1257,956,830,1786,2430,1806,4236
2.750-2.999,144,83,227,476,371,847,736,496,1232,1769,1087,2856
2.500-2.749,146,107,253,397,290,687,562,384,946,1184,746,1930
2.250-2.499,105,69,174,267,166,433,344,220,564,646,329,975
2.000-2.249,89,52,141,198,115,313,223,123,346,320,162,482
1.750-1.999,54,31,85,73,52,125,79,42,121,70,36,106
1.500-1.749,46,20,66,42,30,72,30,32,62,7,8,15
1.250-1.499,31,13,44,19,21,40,12,4,16,2,2,4
1.000-1.249,24,15,39,18,11,29,9,6,15,1,0,1
0.750-0.999,17,4,21,4,3,7,4,0,4,0,0,0
0.500-0.749,14,10,24,4,5,9,2,3,5,0,0,0
0.250-0.499,9,7,16,2,2,4,0,1,1,0,0,0
0.000-0.249,31,15,46,14,3,17,5,3,8,0,1,1
