GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,0,0,0,13,20,33,16,30,46,16,41,57
3.750-3.999,0,0,0,5,16,21,20,50,70,52,98,150
3.500-3.749,4,2,6,11,21,32,39,65,104,84,137,221
3.250-3.499,2,0,2,9,14,23,37,69,106,109,171,280
3.000-3.249,3,0,3,14,18,32,44,81,125,126,171,297
2.750-2.999,1,2,3,13,16,29,24,34,58,99,127,226
2.500-2.749,0,0,0,5,13,18,25,35,60,71,98,169
2.250-2.499,0,2,2,9,8,17,16,25,41,58,53,111
2.000-2.249,1,1,2,10,10,20,20,15,35,27,27,54
1.750-1.999,0,1,1,1,0,1,4,9,13,3,9,12
1.500-1.749,0,0,0,1,1,2,1,2,3,0,0,0
1.250-1.499,0,0,0,0,1,1,1,0,1,0,0,0
1.000-1.249,0,0,0,0,0,0,0,0,0,0,0,0
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,2,1,3,0,1,1,2,3,5,2,3,5
