GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,0,0,0,6,16,22,13,35,48,13,37,50
3.750-3.999,0,1,1,11,20,31,27,79,106,51,149,200
3.500-3.749,3,0,3,14,25,39,38,114,152,73,194,267
3.250-3.499,1,2,3,15,29,44,43,90,133,93,196,289
3.000-3.249,4,1,5,11,19,30,43,80,123,100,162,262
2.750-2.999,1,0,1,8,7,15,33,49,82,85,112,197
2.500-2.749,3,1,4,10,15,25,27,40,67,76,74,150
2.250-2.499,1,0,1,5,7,12,19,20,39,29,41,70
2.000-2.249,1,0,1,6,5,11,11,10,21,22,15,37
1.750-1.999,0,0,0,1,0,1,3,4,7,0,3,3
1.500-1.749,0,0,0,0,2,2,3,2,5,0,1,1
1.250-1.499,0,0,0,0,0,0,0,2,2,0,0,0
1.000-1.249,0,0,0,0,1,1,0,0,0,0,0,0
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,1,1,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,0,0,0,1,2,3,1,3,4,2,2,4
