GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,11,6,17,22,29,51,24,9,33,8,13,21
3.750-3.999,10,5,15,22,22,44,44,24,68,58,62,120
3.500-3.749,8,6,14,34,16,50,66,35,101,106,63,169
3.250-3.499,10,8,18,37,16,53,84,25,109,167,57,224
3.000-3.249,19,5,24,35,21,56,75,14,89,161,32,193
2.750-2.999,9,2,11,18,5,23,57,7,64,98,18,116
2.500-2.749,3,2,5,14,5,19,28,7,35,62,12,74
2.250-2.499,2,3,5,8,2,10,17,2,19,32,3,35
2.000-2.249,2,1,3,6,1,7,7,5,12,0,1,1
1.750-1.999,3,1,4,2,1,3,1,0,1,0,0,0
1.500-1.749,0,1,1,0,0,0,0,0,0,1,0,1
1.250-1.499,0,1,1,0,0,0,0,1,1,0,0,0
1.000-1.249,1,2,3,2,0,2,1,0,1,0,0,0
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,1,0,1,0,0,0,0,0,0,0,0,0
0.250-0.499,1,0,1,1,0,1,0,0,0,0,0,0
0.000-0.249,1,0,1,1,0,1,1,0,1,0,0,0
