GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,6,15,21,9,23,32,13,23,36,9,25,34
3.750-3.999,7,13,20,9,18,27,19,24,43,54,90,144
3.500-3.749,7,7,14,18,14,32,26,25,51,59,74,133
3.250-3.499,7,4,11,14,10,24,29,29,58,61,49,110
3.000-3.249,4,6,10,19,14,33,23,25,48,28,36,64
2.750-2.999,1,2,3,8,9,17,23,14,37,29,26,55
2.500-2.749,5,3,8,3,5,8,14,18,32,22,19,41
2.250-2.499,3,0,3,5,6,11,6,8,14,11,10,21
2.000-2.249,2,2,4,2,1,3,4,1,5,6,5,11
1.750-1.999,0,1,1,4,3,7,3,1,4,3,0,3
1.500-1.749,1,0,1,1,2,3,2,1,3,1,0,1
1.250-1.499,1,0,1,1,0,1,0,0,0,0,0,0
1.000-1.249,0,1,1,0,0,0,0,0,0,0,0,0
0.750-0.999,0,0,0,0,0,0,1,0,1,0,0,0
0.500-0.749,0,0,0,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,2,0,2,1,1,2,1,0,1,0,0,0
