GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,10,6,16,8,11,19,2,8,10,0,5,5
3.750-3.999,11,7,18,4,6,10,8,7,15,17,17,34
3.500-3.749,20,7,27,14,10,24,8,13,21,41,31,72
3.250-3.499,19,16,35,14,12,26,22,17,39,48,27,75
3.000-3.249,16,13,29,21,17,38,17,14,31,55,26,81
2.750-2.999,12,6,18,21,7,28,18,14,32,51,23,74
2.500-2.749,22,12,34,25,10,35,20,16,36,41,28,69
2.250-2.499,12,8,20,15,7,22,20,4,24,24,17,41
2.000-2.249,19,15,34,15,15,30,13,7,20,18,11,29
1.750-1.999,4,7,11,10,6,16,3,4,7,7,1,8
1.500-1.749,4,8,12,9,1,10,1,3,4,0,0,0
1.250-1.499,7,3,10,3,3,6,0,1,1,0,0,0
1.000-1.249,5,7,12,0,0,0,0,0,0,0,0,0
0.750-0.999,1,2,3,0,1,1,0,0,0,0,0,0
0.500-0.749,8,2,10,2,1,3,1,0,1,0,0,0
0.250-0.499,1,0,1,0,1,1,0,1,1,0,0,0
0.000-0.249,7,12,19,2,0,2,0,0,0,0,0,0
