GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,2,8,10,28,56,84,31,56,87,19,69,88
3.750-3.999,5,10,15,34,72,106,43,113,156,117,244,361
3.500-3.749,4,8,12,49,89,138,92,139,231,205,334,539
3.250-3.499,9,10,19,53,88,141,118,157,275,240,357,597
3.000-3.249,15,14,29,44,93,137,107,147,254,273,324,597
2.750-2.999,12,22,34,43,71,114,92,102,194,190,213,403
2.500-2.749,9,23,32,32,44,76,79,89,168,144,147,291
2.250-2.499,4,8,12,17,36,53,60,58,118,115,108,223
2.000-2.249,7,8,15,15,22,37,35,24,59,48,58,106
1.750-1.999,2,5,7,6,7,13,17,10,27,9,15,24
1.500-1.749,0,2,2,7,3,10,5,4,9,3,3,6
1.250-1.499,1,1,2,2,0,2,0,3,3,0,2,2
1.000-1.249,0,1,1,0,2,2,1,0,1,0,0,0
0.750-0.999,0,0,0,0,1,1,0,0,0,0,0,0
0.500-0.749,1,0,1,0,0,0,0,0,0,0,0,0
0.250-0.499,0,1,1,0,1,1,0,1,1,0,0,0
0.000-0.249,2,0,2,1,0,1,0,0,0,0,0,0
