GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,1,3,4,12,14,26,33,20,53,14,18,32
3.750-3.999,2,4,6,33,28,61,56,35,91,69,107,176
3.500-3.749,0,4,4,26,27,53,77,52,129,146,113,259
3.250-3.499,5,3,8,34,16,50,82,45,127,197,96,293
3.000-3.249,6,2,8,31,19,50,86,33,119,222,52,274
2.750-2.999,3,6,9,26,13,39,69,16,85,165,41,206
2.500-2.749,3,1,4,16,4,20,51,9,60,91,26,117
2.250-2.499,2,0,2,13,0,13,28,9,37,52,10,62
2.000-2.249,2,1,3,8,2,10,13,3,16,17,11,28
1.750-1.999,0,0,0,2,2,4,5,1,6,4,1,5
1.500-1.749,2,3,5,3,0,3,0,1,1,0,0,0
1.250-1.499,0,1,1,1,0,1,1,0,1,0,0,0
1.000-1.249,0,0,0,2,0,2,0,0,0,0,0,0
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,1,1,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,0,0,0,1,0,1,0,0,0,0,0,0
