GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,74,14,88,263,82,345,172,38,210,264,98,362
3.750-3.999,68,14,82,390,93,483,341,96,437,931,321,1252
3.500-3.749,101,20,121,315,102,417,357,110,467,1030,339,1369
3.250-3.499,141,23,164,366,83,449,423,111,534,1112,333,1445
3.000-3.249,136,28,164,308,92,400,423,136,559,1025,311,1336
2.750-2.999,104,19,123,249,79,328,316,79,395,826,205,1031
2.500-2.749,94,19,113,198,56,254,222,58,280,541,125,666
2.250-2.499,85,23,108,142,29,171,136,24,160,313,49,362
2.000-2.249,74,7,81,84,21,105,79,19,98,129,28,157
1.750-1.999,27,8,35,38,10,48,31,9,40,28,8,36
1.500-1.749,20,2,22,13,4,17,9,0,9,5,1,6
1.250-1.499,20,3,23,5,2,7,10,1,11,0,0,0
1.000-1.249,12,2,14,6,2,8,2,1,3,0,0,0
0.750-0.999,9,1,10,2,0,2,2,0,2,0,0,0
0.500-0.749,7,2,9,2,1,3,1,0,1,0,0,0
0.250-0.499,3,1,4,1,0,1,0,0,0,0,0,0
0.000-0.249,3,1,4,0,0,0,1,0,1,0,0,0
