GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,136,89,225,561,589,1150,418,498,916,494,656,1150
3.750-3.999,110,80,190,708,639,1347,786,954,1740,1958,2545,4503
3.500-3.749,168,112,280,701,774,1475,952,1131,2083,2307,2754,5061
3.250-3.499,231,103,334,748,682,1430,1078,1038,2116,2441,2247,4688
3.000-3.249,237,138,375,667,698,1365,1065,897,1962,2290,1787,4077
2.750-2.999,179,118,297,515,475,990,727,582,1309,1701,1055,2756
2.500-2.749,183,102,285,433,340,773,579,397,976,1127,689,1816
2.250-2.499,146,73,219,302,220,522,378,236,614,684,388,1072
2.000-2.249,131,65,196,211,143,354,245,129,374,311,192,503
1.750-1.999,61,30,91,90,74,164,87,59,146,61,46,107
1.500-1.749,46,29,75,52,41,93,25,24,49,11,11,22
1.250-1.499,41,25,66,20,16,36,16,10,26,1,3,4
1.000-1.249,19,16,35,18,6,24,5,7,12,0,0,0
0.750-0.999,15,14,29,8,3,11,2,1,3,0,0,0
0.500-0.749,13,9,22,5,2,7,1,2,3,0,0,0
0.250-0.499,9,7,16,3,1,4,1,1,2,0,0,0
0.000-0.249,21,12,33,7,2,9,2,6,8,0,0,0
