GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,5,1,6,42,14,56,40,12,52,67,30,97
3.750-3.999,3,0,3,37,16,53,107,29,136,209,77,286
3.500-3.749,2,1,3,31,22,53,106,45,151,311,114,425
3.250-3.499,2,0,2,40,11,51,158,50,208,329,108,437
3.000-3.249,3,1,4,55,14,69,158,52,210,383,132,515
2.750-2.999,4,1,5,43,11,54,95,39,134,343,87,430
2.500-2.749,11,0,11,46,16,62,72,28,100,235,61,296
2.250-2.499,9,1,10,38,16,54,50,13,63,136,28,164
2.000-2.249,12,2,14,23,12,35,30,7,37,58,15,73
1.750-1.999,8,1,9,7,4,11,9,3,12,7,5,12
1.500-1.749,2,3,5,4,1,5,1,0,1,0,0,0
1.250-1.499,2,1,3,1,1,2,3,1,4,1,0,1
1.000-1.249,0,1,1,0,0,0,1,0,1,0,0,0
0.750-0.999,0,0,0,0,1,1,0,0,0,0,0,0
0.500-0.749,1,0,1,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,7,12,19,0,1,1,0,0,0,0,0,0
