GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,78,64,142,92,95,187,100,158,258,135,232,367
3.750-3.999,5,1,6,88,83,171,238,274,512,530,827,1357
3.500-3.749,98,81,179,100,141,241,281,378,659,712,961,1673
3.250-3.499,7,2,9,104,106,210,370,395,765,810,880,1690
3.000-3.249,43,57,100,117,136,253,374,320,694,898,795,1693
2.750-2.999,16,3,19,82,73,155,237,228,465,743,517,1260
2.500-2.749,38,17,55,100,62,162,215,148,363,515,357,872
2.250-2.499,20,9,29,69,61,130,139,93,232,297,209,506
2.000-2.249,30,14,44,46,30,76,78,46,124,146,104,250
1.750-1.999,12,5,17,13,15,28,23,21,44,21,21,42
1.500-1.749,9,3,12,6,7,13,4,3,7,1,2,3
1.250-1.499,5,2,7,1,2,3,4,2,6,1,1,2
1.000-1.249,2,2,4,0,0,0,2,1,3,0,0,0
0.750-0.999,0,0,0,0,1,1,0,0,0,0,0,0
0.500-0.749,1,0,1,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,10,17,27,3,10,13,3,6,9,3,3,6
