GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,4,3,7,8,8,16,7,3,10,2,8,10
3.750-3.999,10,4,14,9,3,12,10,14,24,13,21,34
3.500-3.749,20,6,26,22,10,32,10,9,19,29,22,51
3.250-3.499,9,10,19,17,8,25,14,14,28,46,23,69
3.000-3.249,18,8,26,23,13,36,30,11,41,49,35,84
2.750-2.999,9,7,16,16,7,23,17,14,31,41,18,59
2.500-2.749,21,16,37,19,12,31,22,9,31,36,19,55
2.250-2.499,14,6,20,12,8,20,12,13,25,21,16,37
2.000-2.249,14,11,25,19,17,36,8,12,20,17,6,23
1.750-1.999,4,4,8,10,8,18,7,5,12,3,5,8
1.500-1.749,18,7,25,2,7,9,0,0,0,1,2,3
1.250-1.499,8,2,10,2,0,2,0,0,0,0,1,1
1.000-1.249,6,2,8,2,0,2,1,0,1,0,0,0
0.750-0.999,3,7,10,0,0,0,0,0,0,0,1,1
0.500-0.749,4,3,7,0,0,0,0,0,0,0,1,1
0.250-0.499,0,2,2,0,0,0,0,0,0,0,0,0
0.000-0.249,10,5,15,1,1,2,0,1,1,0,0,0
