GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,46,66,112,198,283,481,139,215,354,118,283,401
3.750-3.999,20,34,54,135,250,385,200,343,543,408,801,1209
3.500-3.749,64,71,135,192,319,511,186,416,602,415,906,1321
3.250-3.499,58,63,121,187,311,498,236,421,657,434,825,1259
3.000-3.249,50,60,110,188,275,463,229,336,565,457,668,1125
2.750-2.999,45,54,99,140,214,354,182,286,468,377,408,785
2.500-2.749,47,60,107,152,151,303,149,200,349,249,306,555
2.250-2.499,38,34,72,100,109,209,116,119,235,172,175,347
2.000-2.249,33,38,71,89,83,172,84,83,167,121,104,225
1.750-1.999,20,19,39,32,33,65,29,22,51,30,25,55
1.500-1.749,19,16,35,21,23,44,12,13,25,2,2,4
1.250-1.499,9,15,24,15,8,23,1,4,5,0,1,1
1.000-1.249,5,5,10,4,6,10,0,5,5,0,0,0
0.750-0.999,3,3,6,3,1,4,0,0,0,0,0,0
0.500-0.749,3,2,5,2,1,3,1,2,3,0,0,0
0.250-0.499,5,1,6,1,2,3,0,0,0,0,0,0
0.000-0.249,5,4,9,2,1,3,1,0,1,0,0,0
