GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,4,1,5,83,48,131,79,65,144,65,61,126
3.750-3.999,3,7,10,90,75,165,142,132,274,230,299,529
3.500-3.749,6,6,12,72,84,156,152,143,295,291,305,596
3.250-3.499,12,7,19,85,72,157,132,122,254,263,220,483
3.000-3.249,12,4,16,70,54,124,89,68,157,201,142,343
2.750-2.999,13,4,17,42,28,70,52,42,94,80,72,152
2.500-2.749,5,7,12,26,17,43,26,29,55,55,26,81
2.250-2.499,4,3,7,21,3,24,11,18,29,26,4,30
2.000-2.249,2,1,3,3,7,10,6,5,11,7,5,12
1.750-1.999,0,2,2,3,3,6,3,0,3,1,0,1
1.500-1.749,1,0,1,4,0,4,1,0,1,0,0,0
1.250-1.499,1,0,1,0,1,1,0,1,1,0,0,0
1.000-1.249,0,0,0,1,0,1,0,0,0,0,0,0
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,0,0,0,0,0,0,0,0,0,0,0,0
