GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,3,2,5,6,7,13,18,14,32,26,25,51
3.750-3.999,0,1,1,7,9,16,36,41,77,86,102,188
3.500-3.749,5,0,5,9,11,20,47,42,89,93,93,186
3.250-3.499,0,0,0,8,4,12,42,51,93,82,78,160
3.000-3.249,5,0,5,8,5,13,33,26,59,64,53,117
2.750-2.999,1,0,1,4,4,8,23,15,38,33,35,68
2.500-2.749,4,2,6,8,0,8,7,6,13,24,17,41
2.250-2.499,0,1,1,1,1,2,7,7,14,14,8,22
2.000-2.249,0,0,0,1,1,2,1,1,2,6,1,7
1.750-1.999,0,0,0,0,0,0,1,0,1,0,0,0
1.500-1.749,0,0,0,1,0,1,0,0,0,0,0,0
1.250-1.499,0,0,0,0,0,0,0,0,0,0,0,0
1.000-1.249,0,0,0,0,0,0,0,0,0,0,0,0
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,5,1,6,0,0,0,0,0,0,0,0,0
