GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,0,4,4,11,59,70,7,62,69,4,61,65
3.750-3.999,0,1,1,8,40,48,13,101,114,45,306,351
3.500-3.749,1,2,3,5,53,58,21,136,157,45,298,343
3.250-3.499,0,4,4,5,43,48,14,93,107,34,202,236
3.000-3.249,1,12,13,5,37,42,7,53,60,23,120,143
2.750-2.999,0,2,2,3,17,20,4,23,27,9,42,51
2.500-2.749,2,4,6,1,11,12,2,6,8,1,7,8
2.250-2.499,1,4,5,0,2,2,1,1,2,0,3,3
2.000-2.249,0,0,0,0,2,2,0,3,3,0,0,0
1.750-1.999,0,0,0,0,0,0,0,0,0,0,0,0
1.500-1.749,0,0,0,0,0,0,0,0,0,0,0,0
1.250-1.499,1,0,1,0,0,0,0,0,0,0,0,0
1.000-1.249,0,0,0,1,0,1,0,0,0,0,0,0
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,0,0,0,0,0,0,0,0,0,0,0,0
