GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,63,59,122,69,90,159,140,153,293,148,257,405
3.750-3.999,5,4,9,82,83,165,216,254,470,509,757,1266
3.500-3.749,95,69,164,95,115,210,284,368,652,722,897,1619
3.250-3.499,3,5,8,87,89,176,332,355,687,850,827,1677
3.000-3.249,61,62,123,117,109,226,370,337,707,862,791,1653
2.750-2.999,18,6,24,106,85,191,271,212,483,654,506,1160
2.500-2.749,31,19,50,114,57,171,214,146,360,548,377,925
2.250-2.499,21,9,30,70,53,123,133,81,214,317,196,513
2.000-2.249,24,26,50,41,26,67,75,42,117,129,114,243
1.750-1.999,15,5,20,16,15,31,25,12,37,19,20,39
1.500-1.749,4,7,11,7,7,14,3,2,5,0,1,1
1.250-1.499,2,3,5,2,2,4,0,0,0,0,1,1
1.000-1.249,3,3,6,0,1,1,0,4,4,0,0,0
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,1,1,0,0,0,0,0,0,0,0,0
0.250-0.499,1,0,1,0,0,0,0,0,0,0,0,0
0.000-0.249,25,20,45,10,3,13,4,4,8,0,1,1
