GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,38,56,94,43,116,159,45,104,149,31,98,129
3.750-3.999,29,37,66,63,66,129,73,125,198,155,314,469
3.500-3.749,32,55,87,82,149,231,137,212,349,213,356,569
3.250-3.499,35,81,116,90,163,253,141,171,312,294,396,690
3.000-3.249,39,48,87,88,154,242,149,198,347,274,346,620
2.750-2.999,26,38,64,61,90,151,111,116,227,238,268,506
2.500-2.749,13,35,48,56,72,128,85,100,185,201,169,370
2.250-2.499,15,15,30,28,50,78,63,61,124,130,95,225
2.000-2.249,7,23,30,17,25,42,32,33,65,50,57,107
1.750-1.999,4,18,22,4,8,12,11,10,21,9,14,23
1.500-1.749,4,6,10,6,5,11,6,8,14,0,1,1
1.250-1.499,7,1,8,1,3,4,3,3,6,0,1,1
1.000-1.249,0,4,4,2,2,4,2,1,3,0,0,0
0.750-0.999,2,1,3,0,0,0,0,0,0,0,0,0
0.500-0.749,1,5,6,1,1,2,1,0,1,0,0,0
0.250-0.499,3,1,4,0,0,0,1,1,2,0,0,0
0.000-0.249,3,5,8,2,4,6,0,3,3,1,1,2
