GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,3,15,18,15,77,92,15,57,72,13,88,101
3.750-3.999,5,24,29,15,71,86,29,95,124,68,351,419
3.500-3.749,11,31,42,29,71,100,54,113,167,103,301,404
3.250-3.499,8,24,32,40,88,128,47,83,130,95,206,301
3.000-3.249,14,36,50,53,50,103,40,65,105,99,134,233
2.750-2.999,8,11,19,28,29,57,25,37,62,62,64,126
2.500-2.749,8,15,23,14,20,34,20,22,42,33,26,59
2.250-2.499,6,5,11,9,17,26,12,10,22,11,7,18
2.000-2.249,2,7,9,7,7,14,12,5,17,6,5,11
1.750-1.999,0,1,1,2,2,4,0,5,5,2,1,3
1.500-1.749,3,3,6,4,0,4,1,0,1,0,0,0
1.250-1.499,0,0,0,1,1,2,0,1,1,0,0,0
1.000-1.249,0,0,0,1,0,1,0,0,0,0,0,0
0.750-0.999,1,0,1,0,0,0,0,0,0,0,0,0
0.500-0.749,1,1,2,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,0,1,1,0,0,0,0,0,0,0,0,0
