GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,1,4,5,32,61,93,33,89,122,43,74,117
3.750-3.999,3,11,14,42,63,105,77,146,223,148,307,455
3.500-3.749,14,16,30,63,128,191,116,181,297,197,363,560
3.250-3.499,13,23,36,62,109,171,129,173,302,268,348,616
3.000-3.249,12,33,45,66,110,176,156,189,345,256,366,622
2.750-2.999,15,22,37,47,80,127,114,101,215,237,258,495
2.500-2.749,12,26,38,51,67,118,74,93,167,186,184,370
2.250-2.499,7,18,25,28,38,66,60,51,111,131,92,223
2.000-2.249,3,6,9,22,26,48,40,33,73,54,56,110
1.750-1.999,6,5,11,6,13,19,10,10,20,15,14,29
1.500-1.749,3,7,10,5,3,8,5,4,9,2,4,6
1.250-1.499,2,5,7,0,1,1,2,0,2,0,0,0
1.000-1.249,1,3,4,0,2,2,1,0,1,0,0,0
0.750-0.999,1,1,2,0,0,0,0,1,1,0,0,0
0.500-0.749,0,0,0,0,0,0,1,0,1,0,0,0
0.250-0.499,0,1,1,0,0,0,0,0,0,0,0,0
0.000-0.249,0,1,1,1,0,1,2,0,2,0,1,1
