GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,0,0,0,11,12,23,19,13,32,17,28,45
3.750-3.999,0,2,2,18,17,35,18,31,49,40,80,120
3.500-3.749,2,0,2,24,16,40,26,39,65,78,57,135
3.250-3.499,3,1,4,17,18,35,32,28,60,52,59,111
3.000-3.249,4,1,5,16,12,28,41,23,64,55,46,101
2.750-2.999,0,2,2,9,8,17,21,14,35,27,27,54
2.500-2.749,1,2,3,7,6,13,17,10,27,19,17,36
2.250-2.499,0,1,1,10,5,15,10,7,17,16,8,24
2.000-2.249,0,0,0,1,2,3,5,0,5,7,5,12
1.750-1.999,1,0,1,0,2,2,2,3,5,3,2,5
1.500-1.749,0,1,1,1,1,2,0,0,0,0,0,0
1.250-1.499,0,0,0,1,1,2,0,0,0,0,0,0
1.000-1.249,0,0,0,0,0,0,0,0,0,0,0,0
0.750-0.999,0,1,1,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,0,0,0,1,0,1,0,0,0,0,0,0
