GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,0,1,1,12,30,42,14,57,71,9,88,97
3.750-3.999,0,2,2,15,57,72,28,114,142,63,357,420
3.500-3.749,3,4,7,29,59,88,37,121,158,121,304,425
3.250-3.499,4,5,9,31,61,92,43,78,121,101,227,328
3.000-3.249,4,7,11,33,48,81,44,56,100,83,125,208
2.750-2.999,6,6,12,17,25,42,30,25,55,76,69,145
2.500-2.749,4,6,10,16,18,34,12,16,28,44,38,82
2.250-2.499,10,0,10,10,11,21,7,11,18,16,5,21
2.000-2.249,3,2,5,1,3,4,5,1,6,11,5,16
1.750-1.999,3,1,4,1,4,5,3,1,4,0,0,0
1.500-1.749,1,1,2,1,3,4,0,0,0,0,1,1
1.250-1.499,1,1,2,0,0,0,0,0,0,0,0,0
1.000-1.249,0,1,1,0,0,0,0,0,0,0,0,0
0.750-0.999,0,1,1,0,0,0,0,0,0,0,0,0
0.500-0.749,1,1,2,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,2,0,2,1,1,2,0,1,1,0,0,0
