GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,0,0,0,4,4,8,5,2,7,2,5,7
3.750-3.999,1,1,2,14,6,20,7,13,20,19,17,36
3.500-3.749,1,4,5,22,8,30,17,9,26,37,33,70
3.250-3.499,4,1,5,15,8,23,17,4,21,46,30,76
3.000-3.249,7,9,16,20,7,27,21,14,35,59,31,90
2.750-2.999,6,6,12,17,15,32,19,15,34,37,20,57
2.500-2.749,14,4,18,19,10,29,22,14,36,30,21,51
2.250-2.499,13,8,21,15,14,29,12,11,23,24,17,41
2.000-2.249,17,8,25,9,7,16,12,5,17,19,11,30
1.750-1.999,8,1,9,8,7,15,10,5,15,2,2,4
1.500-1.749,8,2,10,3,5,8,2,4,6,1,1,2
1.250-1.499,5,1,6,0,2,2,0,0,0,0,0,0
1.000-1.249,5,0,5,0,0,0,0,0,0,0,1,1
0.750-0.999,3,2,5,0,0,0,0,0,0,0,0,0
0.500-0.749,2,1,3,0,0,0,0,0,0,0,0,0
0.250-0.499,1,1,2,0,0,0,0,0,0,0,0,0
0.000-0.249,1,5,6,0,0,0,0,1,1,0,0,0
