GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,3,0,3,14,3,17,10,14,24,28,53,81
3.750-3.999,1,1,2,4,4,8,4,4,8,22,24,46
3.500-3.749,5,2,7,9,9,18,12,7,19,52,34,86
3.250-3.499,3,2,5,9,9,18,9,22,31,30,28,58
3.000-3.249,6,7,13,12,14,26,21,11,32,38,32,70
2.750-2.999,4,5,9,6,1,7,11,10,21,23,15,38
2.500-2.749,8,6,14,4,3,7,14,10,24,26,20,46
2.250-2.499,6,3,9,3,7,10,7,3,10,16,11,27
2.000-2.249,5,3,8,2,3,5,14,5,19,22,8,30
1.750-1.999,2,1,3,3,1,4,4,2,6,8,0,8
1.500-1.749,1,0,1,3,2,5,5,6,11,6,4,10
1.250-1.499,3,1,4,1,0,1,1,2,3,2,2,4
1.000-1.249,0,1,1,0,0,0,1,0,1,4,3,7
0.750-0.999,1,1,2,0,0,0,0,0,0,1,0,1
0.500-0.749,1,1,2,0,1,1,2,0,2,1,0,1
0.250-0.499,0,1,1,0,0,0,0,0,0,0,0,0
0.000-0.249,3,2,5,2,0,2,1,2,3,12,9,21
