GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,18,45,63,55,149,204,84,201,285,188,479,667
3.750-3.999,21,40,61,52,136,188,69,181,250,118,286,404
3.500-3.749,16,53,69,74,128,202,123,192,315,181,349,530
3.250-3.499,20,26,46,88,114,202,113,195,308,183,279,462
3.000-3.249,25,29,54,73,132,205,157,217,374,223,306,529
2.750-2.999,17,27,44,43,73,116,85,125,210,84,120,204
2.500-2.749,15,16,31,38,57,95,90,88,178,101,129,230
2.250-2.499,12,14,26,27,40,67,57,59,116,61,83,144
2.000-2.249,11,15,26,16,30,46,39,43,82,66,61,127
1.750-1.999,6,5,11,9,12,21,18,10,28,21,17,38
1.500-1.749,5,3,8,6,7,13,16,12,28,32,19,51
1.250-1.499,3,3,6,9,4,13,12,7,19,6,12,18
1.000-1.249,2,2,4,9,5,14,7,7,14,16,13,29
0.750-0.999,1,1,2,0,1,1,3,0,3,1,3,4
0.500-0.749,3,1,4,3,3,6,4,1,5,5,4,9
0.250-0.499,1,3,4,3,2,5,1,3,4,4,0,4
0.000-0.249,4,7,11,15,10,25,24,14,38,20,18,38
