GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,6,3,9,2,8,10,4,5,9,12,9,21
3.750-3.999,8,4,12,3,3,6,2,3,5,8,7,15
3.500-3.749,7,6,13,4,5,9,4,8,12,7,7,14
3.250-3.499,5,6,11,5,4,9,5,7,12,11,11,22
3.000-3.249,5,3,8,9,15,24,3,4,7,15,22,37
2.750-2.999,3,4,7,5,7,12,4,1,5,8,8,16
2.500-2.749,6,5,11,3,5,8,1,2,3,7,2,9
2.250-2.499,2,6,8,6,10,16,1,4,5,6,6,12
2.000-2.249,3,1,4,10,6,16,4,1,5,5,5,10
1.750-1.999,1,3,4,2,4,6,1,1,2,1,0,1
1.500-1.749,3,0,3,1,3,4,1,1,2,1,2,3
1.250-1.499,2,3,5,2,2,4,1,1,2,0,0,0
1.000-1.249,1,1,2,0,1,1,1,0,1,0,0,0
0.750-0.999,0,0,0,1,0,1,0,0,0,0,0,0
0.500-0.749,2,0,2,1,0,1,0,1,1,0,0,0
0.250-0.499,1,0,1,0,1,1,0,0,0,0,0,0
0.000-0.249,7,1,8,1,2,3,1,0,1,1,0,1
