GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,28,26,54,94,169,263,59,117,176,0,3,3
3.750-3.999,3,5,8,25,38,63,11,16,27,1,0,1
3.500-3.749,13,26,39,82,110,192,46,61,107,6,4,10
3.250-3.499,9,14,23,46,58,104,20,30,50,2,2,4
3.000-3.249,42,31,73,104,116,220,50,63,113,1,2,3
2.750-2.999,16,8,24,36,33,69,18,13,31,0,0,0
2.500-2.749,19,23,42,55,51,106,26,33,59,2,2,4
2.250-2.499,8,12,20,22,24,46,16,11,27,0,2,2
2.000-2.249,17,21,38,40,39,79,26,21,47,1,0,1
1.750-1.999,3,8,11,11,8,19,4,7,11,0,0,0
1.500-1.749,6,5,11,12,7,19,7,3,10,0,1,1
1.250-1.499,6,4,10,6,9,15,3,2,5,1,0,1
1.000-1.249,9,3,12,18,6,24,8,3,11,0,0,0
0.750-0.999,5,1,6,3,2,5,0,0,0,0,0,0
0.500-0.749,4,3,7,5,6,11,3,0,3,1,1,2
0.250-0.499,1,1,2,0,2,2,0,0,0,0,0,0
0.000-0.249,28,17,45,24,14,38,7,8,15,0,0,0
