GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,1,4,5,5,5,10,8,11,19,36,50,86
3.750-3.999,0,1,1,2,1,3,9,6,15,21,20,41
3.500-3.749,2,0,2,4,10,14,17,16,33,38,37,75
3.250-3.499,0,0,0,8,7,15,14,12,26,37,31,68
3.000-3.249,2,1,3,6,9,15,23,9,32,38,36,74
2.750-2.999,0,0,0,8,6,14,10,5,15,23,13,36
2.500-2.749,2,3,5,9,9,18,14,10,24,35,15,50
2.250-2.499,1,0,1,6,1,7,11,3,14,21,12,33
2.000-2.249,0,1,1,4,5,9,9,5,14,18,11,29
1.750-1.999,0,0,0,3,2,5,5,3,8,6,2,8
1.500-1.749,0,1,1,1,2,3,2,2,4,9,2,11
1.250-1.499,0,0,0,0,0,0,2,3,5,3,4,7
1.000-1.249,0,1,1,3,0,3,1,2,3,7,2,9
0.750-0.999,1,0,1,1,1,2,2,2,4,2,3,5
0.500-0.749,0,0,0,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,1,0,1,0,0,0,1,1,2
0.000-0.249,3,0,3,0,1,1,1,1,2,6,3,9
