GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,4,4,8,64,63,127,98,92,190,286,330,616
3.750-3.999,8,3,11,68,66,134,65,67,132,146,154,300
3.500-3.749,12,4,16,73,66,139,84,83,167,218,231,449
3.250-3.499,5,7,12,77,70,147,88,89,177,210,205,415
3.000-3.249,10,10,20,66,74,140,104,73,177,201,171,372
2.750-2.999,10,6,16,37,31,68,63,47,110,96,59,155
2.500-2.749,5,2,7,25,18,43,57,40,97,80,43,123
2.250-2.499,3,1,4,18,11,29,20,15,35,44,24,68
2.000-2.249,8,1,9,13,5,18,20,16,36,29,18,47
1.750-1.999,0,2,2,8,1,9,7,6,13,10,3,13
1.500-1.749,0,2,2,8,3,11,5,6,11,12,7,19
1.250-1.499,1,0,1,2,3,5,9,3,12,7,2,9
1.000-1.249,0,0,0,2,1,3,2,3,5,7,3,10
0.750-0.999,0,0,0,0,0,0,1,0,1,1,1,2
0.500-0.749,2,0,2,1,0,1,2,1,3,3,0,3
0.250-0.499,0,1,1,1,0,1,0,1,1,0,0,0
0.000-0.249,3,1,4,6,5,11,9,1,10,24,6,30
