GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,1,4,5,21,49,70,23,52,75,85,191,276
3.750-3.999,3,3,6,18,29,47,28,65,93,32,60,92
3.500-3.749,6,9,15,20,69,89,32,79,111,55,140,195
3.250-3.499,2,12,14,12,49,61,33,52,85,39,112,151
3.000-3.249,4,10,14,20,65,85,21,45,66,55,108,163
2.750-2.999,3,10,13,13,33,46,20,39,59,26,57,83
2.500-2.749,5,8,13,11,21,32,13,26,39,25,54,79
2.250-2.499,1,5,6,12,26,38,7,17,24,13,35,48
2.000-2.249,4,6,10,14,21,35,7,13,20,19,30,49
1.750-1.999,1,3,4,2,9,11,0,3,3,6,13,19
1.500-1.749,1,2,3,2,8,10,2,8,10,2,10,12
1.250-1.499,3,3,6,7,3,10,1,2,3,3,1,4
1.000-1.249,1,0,1,3,3,6,1,5,6,7,5,12
0.750-0.999,1,1,2,0,1,1,0,2,2,0,1,1
0.500-0.749,0,0,0,0,1,1,0,0,0,1,2,3
0.250-0.499,0,0,0,0,1,1,0,0,0,0,1,1
0.000-0.249,1,3,4,2,3,5,3,2,5,6,5,11
