GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,4,1,5,12,21,33,36,158,194,106,405,511
3.750-3.999,0,0,0,0,1,1,0,3,3,10,17,27
3.500-3.749,7,1,8,2,2,4,10,38,48,32,80,112
3.250-3.499,1,0,1,1,0,1,3,13,16,22,29,51
3.000-3.249,5,3,8,5,8,13,36,48,84,62,100,162
2.750-2.999,0,0,0,0,0,0,0,9,9,6,16,22
2.500-2.749,1,0,1,4,3,7,8,6,14,20,19,39
2.250-2.499,0,0,0,0,0,0,2,2,4,10,13,23
2.000-2.249,0,0,0,8,2,10,18,17,35,39,35,74
1.750-1.999,0,0,0,0,0,0,0,2,2,1,0,1
1.500-1.749,0,0,0,0,0,0,3,2,5,10,7,17
1.250-1.499,0,0,0,0,0,0,0,0,0,0,2,2
1.000-1.249,0,0,0,3,0,3,3,3,6,7,8,15
0.750-0.999,0,0,0,0,0,0,0,0,0,1,2,3
0.500-0.749,0,0,0,0,1,1,1,0,1,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,1,1
0.000-0.249,1,1,2,5,1,6,9,10,19,26,46,72
