GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,12,3,15,105,52,157,312,108,420,620,219,839
3.750-3.999,1,0,1,7,1,8,3,1,4,8,1,9
3.500-3.749,3,0,3,22,11,33,59,19,78,173,48,221
3.250-3.499,0,0,0,10,1,11,29,10,39,53,18,71
3.000-3.249,6,1,7,64,19,83,182,71,253,352,113,465
2.750-2.999,0,0,0,1,0,1,12,3,15,16,9,25
2.500-2.749,1,1,2,4,2,6,44,10,54,79,23,102
2.250-2.499,2,0,2,8,1,9,10,3,13,17,6,23
2.000-2.249,8,2,10,30,9,39,80,24,104,109,42,151
1.750-1.999,1,0,1,0,2,2,1,1,2,3,1,4
1.500-1.749,0,1,1,10,2,12,9,1,10,13,4,17
1.250-1.499,0,0,0,4,1,5,4,0,4,2,3,5
1.000-1.249,2,0,2,10,3,13,14,2,16,18,6,24
0.750-0.999,0,0,0,1,0,1,1,0,1,0,0,0
0.500-0.749,0,0,0,0,0,0,3,0,3,6,1,7
0.250-0.499,1,0,1,0,0,0,1,0,1,0,0,0
0.000-0.249,15,7,22,29,15,44,72,20,92,245,99,344
