GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,55,59,114,291,318,609,785,971,1756,1563,2087,3650
3.750-3.999,1,0,1,11,7,18,14,24,38,53,62,115
3.500-3.749,50,33,83,58,45,103,167,183,350,474,438,912
3.250-3.499,1,0,1,17,16,33,64,73,137,210,204,414
3.000-3.249,30,27,57,155,105,260,472,355,827,962,739,1701
2.750-2.999,0,0,0,3,3,6,22,35,57,55,60,115
2.500-2.749,13,14,27,21,21,42,111,72,183,239,171,410
2.250-2.499,2,0,2,12,3,15,30,30,60,73,73,146
2.000-2.249,17,6,23,69,37,106,206,122,328,381,266,647
1.750-1.999,1,0,1,1,2,3,4,6,10,9,6,15
1.500-1.749,2,2,4,15,3,18,28,15,43,55,58,113
1.250-1.499,0,0,0,5,5,10,5,3,8,13,27,40
1.000-1.249,8,0,8,26,17,43,40,29,69,74,78,152
0.750-0.999,0,0,0,1,0,1,3,1,4,2,5,7
0.500-0.749,0,0,0,3,5,8,5,3,8,10,8,18
0.250-0.499,2,0,2,0,1,1,2,0,2,0,2,2
0.000-0.249,26,20,46,56,50,106,146,121,267,531,465,996
