GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,38,43,81,146,142,288,125,116,241,238,332,570
3.750-3.999,42,34,76,97,102,199,101,118,219,166,172,338
3.500-3.749,35,29,64,100,95,195,129,122,251,223,199,422
3.250-3.499,25,22,47,67,52,119,108,84,192,201,140,341
3.000-3.249,34,11,45,68,46,114,97,61,158,180,138,318
2.750-2.999,10,7,17,21,20,41,44,31,75,71,30,101
2.500-2.749,10,4,14,24,10,34,41,23,64,63,35,98
2.250-2.499,6,2,8,11,9,20,14,14,28,34,14,48
2.000-2.249,6,2,8,12,10,22,22,13,35,34,17,51
1.750-1.999,2,1,3,0,2,2,5,3,8,4,1,5
1.500-1.749,3,1,4,6,2,8,5,5,10,8,3,11
1.250-1.499,0,2,2,1,1,2,3,2,5,4,0,4
1.000-1.249,3,1,4,4,1,5,2,1,3,3,2,5
0.750-0.999,4,0,4,0,0,0,1,0,1,1,1,2
0.500-0.749,1,0,1,3,0,3,0,2,2,0,1,1
0.250-0.499,0,0,0,0,0,0,1,0,1,0,0,0
0.000-0.249,6,4,10,5,2,7,9,5,14,30,22,52
