GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,48,67,115,63,113,176,59,63,122,146,128,274
3.750-3.999,8,12,20,20,29,49,32,38,70,54,68,122
3.500-3.749,41,43,84,39,79,118,49,60,109,86,86,172
3.250-3.499,33,33,66,35,50,85,33,53,86,68,78,146
3.000-3.249,27,48,75,36,54,90,38,58,96,68,79,147
2.750-2.999,12,17,29,14,20,34,21,20,41,27,29,56
2.500-2.749,14,22,36,22,29,51,27,33,60,44,36,80
2.250-2.499,13,21,34,5,20,25,14,11,25,19,10,29
2.000-2.249,16,19,35,8,19,27,10,10,20,19,22,41
1.750-1.999,3,6,9,4,4,8,7,5,12,4,3,7
1.500-1.749,4,8,12,2,7,9,3,4,7,5,2,7
1.250-1.499,4,1,5,3,2,5,2,0,2,3,2,5
1.000-1.249,7,4,11,3,1,4,1,0,1,1,4,5
0.750-0.999,0,1,1,0,1,1,1,0,1,0,1,1
0.500-0.749,3,0,3,1,0,1,1,2,3,1,1,2
0.250-0.499,1,2,3,1,3,4,0,0,0,0,0,0
0.000-0.249,8,8,16,3,4,7,8,3,11,14,7,21
