GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,8,7,15,9,16,25,8,11,19,34,46,80
3.750-3.999,13,4,17,11,4,15,14,9,23,17,18,35
3.500-3.749,12,11,23,20,11,31,17,9,26,45,44,89
3.250-3.499,18,8,26,17,11,28,26,16,42,45,43,88
3.000-3.249,23,11,34,37,14,51,36,18,54,77,33,110
2.750-2.999,8,12,20,13,10,23,14,8,22,29,13,42
2.500-2.749,17,11,28,18,19,37,12,7,19,30,18,48
2.250-2.499,13,6,19,13,7,20,11,8,19,20,9,29
2.000-2.249,16,8,24,12,7,19,17,8,25,18,7,25
1.750-1.999,2,8,10,1,4,5,8,3,11,8,3,11
1.500-1.749,8,7,15,3,5,8,4,3,7,5,1,6
1.250-1.499,4,5,9,3,4,7,1,7,8,0,2,2
1.000-1.249,9,4,13,6,4,10,1,2,3,3,3,6
0.750-0.999,3,2,5,1,1,2,0,0,0,1,0,1
0.500-0.749,7,3,10,1,0,1,0,1,1,0,1,1
0.250-0.499,1,2,3,1,1,2,0,1,1,0,0,0
0.000-0.249,18,18,36,1,11,12,9,2,11,10,2,12
