GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,9,3,12,12,7,19,2,9,11,9,10,19
3.750-3.999,9,10,19,5,4,9,6,6,12,4,12,16
3.500-3.749,8,10,18,5,5,10,5,5,10,12,12,24
3.250-3.499,13,7,20,5,8,13,10,8,18,4,7,11
3.000-3.249,13,8,21,7,10,17,7,8,15,16,17,33
2.750-2.999,3,5,8,6,6,12,8,11,19,7,5,12
2.500-2.749,6,2,8,4,9,13,5,6,11,6,6,12
2.250-2.499,4,3,7,9,10,19,1,5,6,1,8,9
2.000-2.249,8,1,9,10,2,12,2,2,4,4,0,4
1.750-1.999,1,0,1,4,1,5,2,2,4,1,0,1
1.500-1.749,1,1,2,1,3,4,0,1,1,1,2,3
1.250-1.499,1,0,1,0,0,0,0,0,0,0,1,1
1.000-1.249,0,0,0,0,0,0,0,1,1,0,0,0
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,0,0,0,0,0
0.250-0.499,2,0,2,0,0,0,0,0,0,0,0,0
0.000-0.249,7,2,9,0,1,1,0,1,1,1,0,1
